XY-LYP;17-01-2010;17-01-2010;;;true;  ;160110-TIA-EDI-2575-XY-LYP;EDI;TIA;advanced condition failed
XY-JXR;19-10-2016;19-10-2016;;;true;  ;181016-FAO-LGG-1716-XY-JXR;LGG;FAO;advanced condition failed
XY-ZMF;20-07-2014;20-07-2014;;;true;  ;190714-DEB-BLQ-9365-XY-ZMF;BLQ;DEB;advanced condition failed
XY-OHF;27-12-2014;27-12-2014;;;true;  ;261214-SVQ-DSA-2656-XY-OHF;DSA;SVQ;advanced condition failed
XY-MBJ;12-07-2015;12-07-2015;;;true;  ;110715-RUN-INN-1275-XY-MBJ;INN;RUN;advanced condition failed
XY-YTM;11-05-2016;11-05-2016;;;true;  ;100516-CHQ-FRA-4267-XY-YTM;FRA;CHQ;advanced condition failed
XY-IOO;01-09-2015;01-09-2015;;;true;  ;310815-FSC-DRS-1676-XY-IOO;DRS;FSC;advanced condition failed
XY-OFW;01-06-2011;01-06-2011;;;true;  ;310511-LTN-HER-7622-XY-OFW;HER;LTN;advanced condition failed
XY-JXR;09-12-2013;09-12-2013;;;true;  ;081213-KTW-CGN-6712-XY-JXR;CGN;KTW;advanced condition failed
XY-NHZ;31-05-2011;31-05-2011;;;true;  ;300511-ORK-TFS-4125-XY-NHZ;TFS;ORK;advanced condition failed
XY-ALV;23-05-2011;23-05-2011;;;true;  ;220511-LBA-VKO-5158-XY-ALV;VKO;LBA;advanced condition failed
XY-OZH;27-02-2010;27-02-2010;;;true;  ;260210-DTM-PAD-1784-XY-OZH;PAD;DTM;advanced condition failed
XY-ZWJ;03-08-2011;03-08-2011;;;true;  ;020811-BCN-BGY-7688-XY-ZWJ;BGY;BCN;advanced condition failed
XY-OHF;10-08-2016;10-08-2016;;;true;  ;090816-SXB-IBZ-7365-XY-OHF;IBZ;SXB;advanced condition failed
XY-YAZ;26-06-2013;26-06-2013;;;true;  ;250613-TXL-AES-5532-XY-YAZ;AES;TXL;advanced condition failed
XY-ZMF;01-10-2016;01-10-2016;;;true;  ;300916-EGC-MAD-6415-XY-ZMF;MAD;EGC;advanced condition failed
XY-IWX;27-06-2010;27-06-2010;;;true;  ;260610-KGS-DUS-4231-XY-IWX;DUS;KGS;advanced condition failed
XY-OHF;25-09-2010;25-09-2010;;;true;  ;240910-BGY-LPA-3284-XY-OHF;LPA;BGY;advanced condition failed
XY-YAZ;10-04-2010;10-04-2010;;;true;  ;090410-GYD-AES-2766-XY-YAZ;AES;GYD;advanced condition failed
XY-YAZ;22-12-2016;22-12-2016;;;true;  ;211216-CPH-GVA-2956-XY-YAZ;GVA;CPH;advanced condition failed
XY-YAZ;30-06-2012;30-06-2012;;;true;  ;290612-TSF-AHO-3854-XY-YAZ;AHO;TSF;advanced condition failed
XY-ZDY;24-07-2016;24-07-2016;;;true;  ;230716-BOJ-XRY-6846-XY-ZDY;XRY;BOJ;advanced condition failed
XY-JXR;07-08-2012;07-08-2012;;;true;  ;060812-TRD-GLA-3843-XY-JXR;GLA;TRD;advanced condition failed
XY-JXR;23-10-2016;23-10-2016;;;true;  ;221016-REU-HUY-9813-XY-JXR;HUY;REU;advanced condition failed
XY-OZH;14-10-2010;14-10-2010;;;true;  ;131010-STR-SCQ-6489-XY-OZH;SCQ;STR;advanced condition failed
XY-MBJ;06-01-2015;06-01-2015;;;true;  ;050115-BRU-BRN-4516-XY-MBJ;BRN;BRU;advanced condition failed
XY-YAZ;23-09-2012;23-09-2012;;;true;  ;220912-OTP-JER-8679-XY-YAZ;JER;OTP;advanced condition failed
XY-NMY;23-10-2011;23-10-2011;;;true;  ;221011-GOT-GLA-1974-XY-NMY;GLA;GOT;advanced condition failed
XY-IOO;10-11-2013;10-11-2013;;;true;  ;091113-BIA-LPA-1158-XY-IOO;LPA;BIA;advanced condition failed
XY-IOO;24-05-2012;24-05-2012;;;true;  ;230512-ZRH-GRZ-4864-XY-IOO;GRZ;ZRH;advanced condition failed
XY-ALV;06-05-2013;06-05-2013;;;true;  ;050513-TFN-SVQ-2936-XY-ALV;SVQ;TFN;advanced condition failed
XY-ALV;09-09-2013;09-09-2013;;;true;  ;080913-BDS-BLQ-9585-XY-ALV;BLQ;BDS;advanced condition failed
XY-IWX;25-10-2013;25-10-2013;;;true;  ;241013-MAH-BRE-6434-XY-IWX;BRE;MAH;advanced condition failed
XY-IWX;02-09-2014;02-09-2014;;;true;  ;010914-MSQ-BJV-3599-XY-IWX;BJV;MSQ;advanced condition failed
XY-OZH;11-07-2014;11-07-2014;;;true;  ;100714-BER-GRO-9964-XY-OZH;GRO;BER;advanced condition failed
XY-MBJ;08-12-2010;08-12-2010;;;true;  ;071210-HAM-RIX-9989-XY-MBJ;RIX;HAM;advanced condition failed
XY-NMY;08-05-2013;08-05-2013;;;true;  ;070513-SZG-OSL-6847-XY-NMY;OSL;SZG;advanced condition failed
XY-IOO;08-09-2012;08-09-2012;;;true;  ;070912-DRS-BUD-2573-XY-IOO;BUD;DRS;advanced condition failed
XY-LYP;11-10-2016;11-10-2016;;;true;  ;101016-VST-BES-4191-XY-LYP;BES;VST;advanced condition failed
XY-PZC;28-08-2015;28-08-2015;;;true;  ;270815-BTS-CGN-6937-XY-PZC;CGN;BTS;advanced condition failed
XY-IOO;27-06-2016;27-06-2016;;;true;  ;260616-CAG-DBV-9259-XY-IOO;DBV;CAG;advanced condition failed
XY-OHF;24-12-2016;24-12-2016;;;true;  ;231216-SVO-VAR-9569-XY-OHF;VAR;SVO;advanced condition failed
XY-LYP;27-03-2011;27-03-2011;;;true;  ;260311-BSL-PRN-2966-XY-LYP;PRN;BSL;advanced condition failed
XY-OZH;02-10-2011;02-10-2011;;;true;  ;011011-FNC-ARN-1529-XY-OZH;ARN;FNC;advanced condition failed
XY-NHZ;12-06-2012;12-06-2012;;;true;  ;110612-TRN-GVA-3687-XY-NHZ;GVA;TRN;advanced condition failed
XY-LYP;04-06-2010;04-06-2010;;;true;  ;030610-ALC-FDH-6546-XY-LYP;FDH;ALC;advanced condition failed
XY-OZH;01-09-2016;01-09-2016;;;true;  ;310816-SVO-PRG-7427-XY-OZH;PRG;SVO;advanced condition failed
XY-CMJ;22-09-2011;22-09-2011;;;true;  ;210911-DBV-REU-3195-XY-CMJ;REU;DBV;advanced condition failed
XY-ZMF;27-04-2016;27-04-2016;;;true;  ;260416-ZTH-BUD-9844-XY-ZMF;BUD;ZTH;advanced condition failed
XY-ALV;21-09-2011;21-09-2011;;;true;  ;200911-AHO-POZ-2456-XY-ALV;POZ;AHO;advanced condition failed
XY-NMY;24-01-2013;24-01-2013;;;true;  ;230113-BRI-VAR-9373-XY-NMY;VAR;BRI;advanced condition failed
XY-ALV;26-02-2016;26-02-2016;;;true;  ;250216-EDI-KIR-6953-XY-ALV;KIR;EDI;advanced condition failed
XY-ZMF;09-11-2011;09-11-2011;;;true;  ;081111-EGC-KTW-4291-XY-ZMF;KTW;EGC;advanced condition failed
XY-YAZ;19-10-2011;19-10-2011;;;true;  ;181011-KUN-IBZ-8943-XY-YAZ;IBZ;KUN;advanced condition failed
XY-CMJ;29-09-2014;29-09-2014;;;true;  ;280914-TOS-PFO-4728-XY-CMJ;PFO;TOS;advanced condition failed
XY-CMJ;29-05-2012;29-05-2012;;;true;  ;280512-DSA-MUC-4555-XY-CMJ;MUC;DSA;advanced condition failed
XY-ZDY;06-05-2011;06-05-2011;;;true;  ;050511-ALA-CHQ-7899-XY-ZDY;CHQ;ALA;advanced condition failed
XY-YTM;18-05-2010;18-05-2010;;;true;  ;170510-LBA-INN-3279-XY-YTM;INN;LBA;advanced condition failed
XY-ALV;15-10-2015;15-10-2015;;;true;  ;141015-ESB-BRS-8352-XY-ALV;BRS;ESB;advanced condition failed
XY-PZC;02-07-2013;02-07-2013;;;true;  ;010713-MAD-AYT-5998-XY-PZC;AYT;MAD;advanced condition failed
XY-NHZ;28-12-2013;28-12-2013;;;true;  ;271213-LGW-OVD-6461-XY-NHZ;OVD;LGW;advanced condition failed
XY-IOO;28-06-2012;28-06-2012;;;true;  ;270612-PMI-SXF-2391-XY-IOO;SXF;PMI;advanced condition failed
XY-IWX;10-08-2016;10-08-2016;;;true;  ;090816-HUY-DME-3613-XY-IWX;DME;HUY;advanced condition failed
XY-YAZ;21-10-2013;21-10-2013;;;true;  ;201013-MAH-XRY-8595-XY-YAZ;XRY;MAH;advanced condition failed
XY-CMJ;09-12-2012;09-12-2012;;;true;  ;081212-MUC-FCO-7787-XY-CMJ;FCO;MUC;advanced condition failed
XY-YAZ;23-10-2013;23-10-2013;;;true;  ;221013-ARN-GLA-2563-XY-YAZ;GLA;ARN;advanced condition failed
XY-IWX;26-05-2016;26-05-2016;;;true;  ;250516-NOC-KIR-8832-XY-IWX;KIR;NOC;advanced condition failed
XY-PZC;30-07-2013;30-07-2013;;;true;  ;290713-VKO-NCL-6369-XY-PZC;NCL;VKO;advanced condition failed
XY-PZC;07-06-2013;07-06-2013;;;true;  ;060613-BCN-PSA-6295-XY-PZC;PSA;BCN;advanced condition failed
XY-IOO;21-04-2016;21-04-2016;;;true;  ;200416-SVQ-LYS-9285-XY-IOO;LYS;SVQ;advanced condition failed
XY-JXR;03-10-2013;03-10-2013;;;true;  ;021013-MUC-DUS-4785-XY-JXR;DUS;MUC;advanced condition failed
XY-JXR;01-11-2014;01-11-2014;;;true;  ;311014-DEB-BRU-9514-XY-JXR;BRU;DEB;advanced condition failed
XY-LQZ;23-07-2010;23-07-2010;;;true;  ;220710-VCE-HUY-4191-XY-LQZ;HUY;VCE;advanced condition failed
XY-CMJ;29-07-2011;29-07-2011;;;true;  ;280711-VIE-FRA-6424-XY-CMJ;FRA;VIE;advanced condition failed
XY-JXR;07-05-2015;07-05-2015;;;true;  ;060515-LYS-BDS-7153-XY-JXR;BDS;LYS;advanced condition failed
XY-IWX;11-05-2014;11-05-2014;;;true;  ;100514-EXT-LBA-3743-XY-IWX;LBA;EXT;advanced condition failed
XY-OFW;11-10-2016;11-10-2016;;;true;  ;101016-GRZ-FDH-6857-XY-OFW;FDH;GRZ;advanced condition failed
XY-YTM;12-06-2016;12-06-2016;;;true;  ;110616-HER-AYT-2492-XY-YTM;AYT;HER;advanced condition failed
XY-NMY;04-07-2016;04-07-2016;;;true;  ;030716-GRO-GLA-6134-XY-NMY;GLA;GRO;advanced condition failed
XY-NMY;09-02-2012;09-02-2012;;;true;  ;080212-LGG-LIS-2726-XY-NMY;LIS;LGG;advanced condition failed
XY-CMJ;01-08-2016;01-08-2016;;;true;  ;310716-DLM-BRN-3218-XY-CMJ;BRN;DLM;advanced condition failed
XY-YAZ;06-06-2010;06-06-2010;;;true;  ;050610-INI-RMU-4778-XY-YAZ;RMU;INI;advanced condition failed
XY-CMJ;27-07-2015;27-07-2015;;;true;  ;260715-SKG-KSC-9677-XY-CMJ;KSC;SKG;advanced condition failed
XY-LQZ;27-05-2015;27-05-2015;;;true;  ;260515-BGY-FMM-6888-XY-LQZ;FMM;BGY;advanced condition failed
XY-OFW;27-08-2010;27-08-2010;;;true;  ;260810-GVA-ADB-8152-XY-OFW;ADB;GVA;advanced condition failed
XY-YAZ;03-02-2011;03-02-2011;;;true;  ;020211-RIX-ZAD-5821-XY-YAZ;ZAD;RIX;advanced condition failed
XY-LQZ;03-09-2014;03-09-2014;;;true;  ;020914-TRN-HUY-6377-XY-LQZ;HUY;TRN;advanced condition failed
XY-ZMF;19-10-2014;19-10-2014;;;true;  ;181014-HAJ-LPA-9918-XY-ZMF;LPA;HAJ;advanced condition failed
XY-PZC;26-04-2011;26-04-2011;;;true;  ;250411-LYS-TZL-6512-XY-PZC;TZL;LYS;advanced condition failed
XY-OHF;18-07-2010;18-07-2010;;;true;  ;170710-LBA-MST-4484-XY-OHF;MST;LBA;advanced condition failed
XY-JXR;12-07-2010;12-07-2010;;;true;  ;110710-ANR-LJU-7972-XY-JXR;LJU;ANR;advanced condition failed
XY-NMY;05-06-2015;05-06-2015;;;true;  ;040615-NAP-INN-4674-XY-NMY;INN;NAP;advanced condition failed
XY-NMY;03-08-2015;03-08-2015;;;true;  ;020815-LPL-ACE-1927-XY-NMY;ACE;LPL;advanced condition failed
XY-ZMF;17-05-2016;17-05-2016;;;true;  ;160516-EIN-HAM-3966-XY-ZMF;HAM;EIN;advanced condition failed
XY-ZDY;21-08-2010;21-08-2010;;;true;  ;200810-ORK-BLL-6231-XY-ZDY;BLL;ORK;advanced condition failed
XY-ALV;14-07-2013;14-07-2013;;;true;  ;130713-TOS-ORY-3254-XY-ALV;ORY;TOS;advanced condition failed
XY-YTM;12-06-2013;12-06-2013;;;true;  ;110613-TZL-DME-8339-XY-YTM;DME;TZL;advanced condition failed
XY-LQZ;01-07-2010;01-07-2010;;;true;  ;300610-FAE-LIS-5689-XY-LQZ;LIS;FAE;advanced condition failed
XY-ZMF;14-05-2011;14-05-2011;;;true;  ;130511-BIA-SVQ-2274-XY-ZMF;SVQ;BIA;advanced condition failed
XY-IWX;24-05-2016;24-05-2016;;;true;  ;230516-ZTH-SUF-2166-XY-IWX;SUF;ZTH;advanced condition failed
XY-ZMF;05-09-2016;05-09-2016;;;true;  ;040916-KLU-ALA-7583-XY-ZMF;ALA;KLU;advanced condition failed
XY-ALV;08-10-2015;08-10-2015;;;true;  ;071015-AJA-REU-5139-XY-ALV;REU;AJA;advanced condition failed
XY-ZMF;31-12-2013;31-12-2013;;;true;  ;301213-ZAZ-HEL-2243-XY-ZMF;HEL;ZAZ;advanced condition failed
XY-CMJ;18-10-2012;18-10-2012;;;true;  ;171012-AAR-BIQ-3265-XY-CMJ;BIQ;AAR;advanced condition failed
XY-MBJ;01-05-2014;01-05-2014;;;true;  ;300414-OPO-ZAG-7964-XY-MBJ;ZAG;OPO;advanced condition failed
XY-JXR;24-11-2010;24-11-2010;;;true;  ;231110-TGD-CIY-1393-XY-JXR;CIY;TGD;advanced condition failed
XY-LQZ;09-08-2011;09-08-2011;;;true;  ;080811-VRN-HUY-4458-XY-LQZ;HUY;VRN;advanced condition failed
XY-OFW;08-04-2010;08-04-2010;;;true;  ;070410-HEL-TPS-8735-XY-OFW;TPS;HEL;advanced condition failed
XY-OHF;20-01-2012;20-01-2012;;;true;  ;190112-TZL-HER-6812-XY-OHF;HER;TZL;advanced condition failed
XY-ZWJ;10-08-2015;10-08-2015;;;true;  ;090815-CIY-NTE-7378-XY-ZWJ;NTE;CIY;advanced condition failed
XY-ALV;01-08-2014;01-08-2014;;;true;  ;310714-DSA-BOO-8336-XY-ALV;BOO;DSA;advanced condition failed
XY-FBA;22-08-2013;22-08-2013;;;true;  ;210813-SAW-EGC-3491-XY-FBA;EGC;SAW;advanced condition failed
XY-OHF;21-11-2013;21-11-2013;;;true;  ;201113-SNN-CGN-4775-XY-OHF;CGN;SNN;advanced condition failed
XY-MBJ;09-10-2014;09-10-2014;;;true;  ;081014-JMK-LJU-1638-XY-MBJ;LJU;JMK;advanced condition failed
XY-MBJ;25-01-2011;25-01-2011;;;true;  ;240111-BRE-LGW-2744-XY-MBJ;LGW;BRE;advanced condition failed
XY-ALV;29-04-2015;29-04-2015;;;true;  ;280415-GVA-NTE-7562-XY-ALV;NTE;GVA;advanced condition failed
XY-ALV;07-08-2010;07-08-2010;;;true;  ;060810-DME-EMA-8335-XY-ALV;EMA;DME;advanced condition failed
XY-OHF;03-09-2016;03-09-2016;;;true;  ;020916-DTM-KUN-9924-XY-OHF;KUN;DTM;advanced condition failed
XY-NMY;29-01-2012;29-01-2012;;;true;  ;280112-MSQ-NUE-1849-XY-NMY;NUE;MSQ;advanced condition failed
XY-ZMF;14-10-2013;14-10-2013;;;true;  ;131013-ATH-EGC-5384-XY-ZMF;EGC;ATH;advanced condition failed
XY-NHZ;06-11-2016;06-11-2016;;;true;  ;051116-FUE-TIV-2558-XY-NHZ;TIV;FUE;advanced condition failed
XY-OHF;24-09-2011;24-09-2011;;;true;  ;230911-LIN-TRF-3483-XY-OHF;TRF;LIN;advanced condition failed
XY-ALV;01-10-2016;01-10-2016;;;true;  ;300916-NYO-BOJ-4392-XY-ALV;BOJ;NYO;advanced condition failed
XY-NHZ;17-06-2013;17-06-2013;;;true;  ;160613-FLR-VCE-3526-XY-NHZ;VCE;FLR;advanced condition failed
XY-LQZ;25-05-2014;25-05-2014;;;true;  ;240514-ADA-LCA-6645-XY-LQZ;LCA;ADA;advanced condition failed
XY-FBA;06-11-2016;06-11-2016;;;true;  ;051116-LTN-SNN-1123-XY-FBA;SNN;LTN;advanced condition failed
XY-YTM;06-10-2014;06-10-2014;;;true;  ;051014-BJV-FRA-5347-XY-YTM;FRA;BJV;advanced condition failed
XY-YTM;26-08-2010;26-08-2010;;;true;  ;250810-BTS-BUD-6125-XY-YTM;BUD;BTS;advanced condition failed
XY-YAZ;02-11-2011;02-11-2011;;;true;  ;011111-ORK-MLA-9527-XY-YAZ;MLA;ORK;advanced condition failed
XY-MBJ;09-04-2015;09-04-2015;;;true;  ;080415-TSE-FCO-7187-XY-MBJ;FCO;TSE;advanced condition failed
XY-MBJ;23-05-2010;23-05-2010;;;true;  ;220510-IEV-NCE-7592-XY-MBJ;NCE;IEV;advanced condition failed
XY-IWX;04-07-2010;04-07-2010;;;true;  ;030710-PSA-PRG-6423-XY-IWX;PRG;PSA;advanced condition failed
XY-JXR;15-04-2013;15-04-2013;;;true;  ;140413-DTM-TIA-6413-XY-JXR;TIA;DTM;advanced condition failed
XY-ZDY;04-03-2016;04-03-2016;;;true;  ;030316-LWO-BTS-1236-XY-ZDY;BTS;LWO;advanced condition failed
XY-FBA;26-06-2016;26-06-2016;;;true;  ;250616-LIL-LCY-9168-XY-FBA;LCY;LIL;advanced condition failed
XY-LYP;04-12-2013;04-12-2013;;;true;  ;031213-CGN-BOJ-2568-XY-LYP;BOJ;CGN;advanced condition failed
XY-OZH;15-05-2015;15-05-2015;;;true;  ;140515-LGG-WAW-7342-XY-OZH;WAW;LGG;advanced condition failed
XY-IOO;21-09-2013;21-09-2013;;;true;  ;200913-DBV-BOO-9688-XY-IOO;BOO;DBV;advanced condition failed
XY-OZH;13-11-2016;13-11-2016;;;true;  ;121116-GOA-CHQ-7137-XY-OZH;CHQ;GOA;advanced condition failed
XY-YAZ;07-04-2010;07-04-2010;;;true;  ;060410-PSA-ALA-7473-XY-YAZ;ALA;PSA;advanced condition failed
XY-ZMF;18-03-2016;18-03-2016;;;true;  ;170316-PEG-LIN-9526-XY-ZMF;LIN;PEG;advanced condition failed
XY-JXR;25-07-2010;25-07-2010;;;true;  ;240710-STR-MPL-8725-XY-JXR;MPL;STR;advanced condition failed
XY-IOO;06-06-2011;06-06-2011;;;true;  ;050611-MMX-VNO-1783-XY-IOO;VNO;MMX;advanced condition failed
XY-CMJ;22-08-2013;22-08-2013;;;true;  ;210813-GYD-OTP-7274-XY-CMJ;OTP;GYD;advanced condition failed
XY-JXR;12-01-2010;12-01-2010;;;true;  ;110110-OVB-CRL-1559-XY-JXR;CRL;OVB;advanced condition failed
XY-CMJ;07-08-2015;07-08-2015;;;true;  ;060815-DRS-CHQ-8739-XY-CMJ;CHQ;DRS;advanced condition failed
XY-LYP;16-07-2012;16-07-2012;;;true;  ;150712-HAU-TRD-5569-XY-LYP;TRD;HAU;advanced condition failed
XY-IOO;05-09-2016;05-09-2016;;;true;  ;040916-FMM-JER-7738-XY-IOO;JER;FMM;advanced condition failed
XY-CMJ;13-09-2015;13-09-2015;;;true;  ;120915-LJU-GYD-6985-XY-CMJ;GYD;LJU;advanced condition failed
XY-ALV;19-06-2013;19-06-2013;;;true;  ;180613-ADA-VNO-9277-XY-ALV;VNO;ADA;advanced condition failed
XY-OFW;29-03-2011;29-03-2011;;;true;  ;280311-SVQ-SCQ-4983-XY-OFW;SCQ;SVQ;advanced condition failed
XY-IOO;12-07-2010;12-07-2010;;;true;  ;110710-ZAZ-ANR-3652-XY-IOO;ANR;ZAZ;advanced condition failed
XY-ZMF;17-10-2015;17-10-2015;;;true;  ;161015-OVD-ESB-2541-XY-ZMF;ESB;OVD;advanced condition failed
XY-ZDY;27-08-2011;27-08-2011;;;true;  ;260811-BGO-BRQ-8449-XY-ZDY;BRQ;BGO;advanced condition failed
XY-ZDY;11-05-2011;11-05-2011;;;true;  ;100511-ZRH-VST-5662-XY-ZDY;VST;ZRH;advanced condition failed
XY-ALV;09-04-2010;09-04-2010;;;true;  ;080410-AES-EDI-4618-XY-ALV;EDI;AES;advanced condition failed
XY-NMY;29-04-2013;29-04-2013;;;true;  ;280413-BHD-NRN-6246-XY-NMY;NRN;BHD;advanced condition failed
XY-NHZ;07-04-2015;07-04-2015;;;true;  ;060415-GLA-ANR-8216-XY-NHZ;ANR;GLA;advanced condition failed
XY-IOO;14-06-2016;14-06-2016;;;true;  ;130616-ODS-SVX-3636-XY-IOO;SVX;ODS;advanced condition failed
XY-CMJ;09-07-2012;09-07-2012;;;true;  ;080712-OUL-OLB-2338-XY-CMJ;OLB;OUL;advanced condition failed
XY-MBJ;18-08-2011;18-08-2011;;;true;  ;170811-KSC-WRO-9845-XY-MBJ;WRO;KSC;advanced condition failed
XY-LQZ;11-04-2013;11-04-2013;;;true;  ;100413-AES-VST-8833-XY-LQZ;VST;AES;advanced condition failed
XY-ZDY;23-03-2014;23-03-2014;;;true;  ;220314-DBV-ABZ-2563-XY-ZDY;ABZ;DBV;advanced condition failed
XY-YAZ;20-09-2014;20-09-2014;;;true;  ;190914-SUF-MRS-6984-XY-YAZ;MRS;SUF;advanced condition failed
XY-MBJ;25-04-2013;25-04-2013;;;true;  ;240413-STN-OSL-6771-XY-MBJ;OSL;STN;advanced condition failed
XY-YAZ;09-04-2015;09-04-2015;;;true;  ;080415-ABZ-VST-2612-XY-YAZ;VST;ABZ;advanced condition failed
XY-IOO;11-11-2013;11-11-2013;;;true;  ;101113-BFS-ORK-5884-XY-IOO;ORK;BFS;advanced condition failed
XY-IWX;08-09-2015;08-09-2015;;;true;  ;070915-IEV-ORY-6669-XY-IWX;ORY;IEV;advanced condition failed
XY-NMY;04-06-2015;04-06-2015;;;true;  ;030615-POZ-RUN-1452-XY-NMY;RUN;POZ;advanced condition failed
XY-PZC;27-07-2014;27-07-2014;;;true;  ;260714-MAH-HAU-2368-XY-PZC;HAU;MAH;advanced condition failed
XY-ALV;11-01-2016;11-01-2016;;;true;  ;100116-OUL-IBZ-5265-XY-ALV;IBZ;OUL;advanced condition failed
XY-CMJ;07-07-2016;07-07-2016;;;true;  ;060716-ALC-BOJ-1745-XY-CMJ;BOJ;ALC;advanced condition failed
XY-ZDY;09-08-2013;09-08-2013;;;true;  ;080813-FRA-HAU-2271-XY-ZDY;HAU;FRA;advanced condition failed
XY-ZDY;04-01-2017;04-01-2017;;;true;  ;030117-SEN-RUN-9483-XY-ZDY;RUN;SEN;advanced condition failed
XY-ALV;02-09-2012;02-09-2012;;;true;  ;010912-MAH-KEF-5329-XY-ALV;KEF;MAH;advanced condition failed
XY-PZC;29-12-2011;29-12-2011;;;true;  ;281211-VLC-LCY-6726-XY-PZC;LCY;VLC;advanced condition failed
XY-NMY;12-07-2014;12-07-2014;;;true;  ;110714-VAR-TSR-5674-XY-NMY;TSR;VAR;advanced condition failed
XY-YAZ;09-08-2014;09-08-2014;;;true;  ;080814-ZTH-DBV-6744-XY-YAZ;DBV;ZTH;advanced condition failed
XY-ZDY;23-06-2014;23-06-2014;;;true;  ;220614-GRO-MAN-9162-XY-ZDY;MAN;GRO;advanced condition failed
XY-IWX;03-01-2013;03-01-2013;;;true;  ;020113-RHO-CDG-9241-XY-IWX;CDG;RHO;advanced condition failed
XY-ZDY;07-09-2015;07-09-2015;;;true;  ;060915-OVD-RNS-2224-XY-ZDY;RNS;OVD;advanced condition failed
XY-IWX;24-05-2016;24-05-2016;;;true;  ;230516-VCE-XRY-4647-XY-IWX;XRY;VCE;advanced condition failed
XY-JXR;12-12-2012;12-12-2012;;;true;  ;111212-STN-KRS-1684-XY-JXR;KRS;STN;advanced condition failed
XY-ALV;07-03-2012;07-03-2012;;;true;  ;060312-RNS-VNO-3877-XY-ALV;VNO;RNS;advanced condition failed
XY-JXR;07-03-2015;07-03-2015;;;true;  ;060315-KBP-CIA-7923-XY-JXR;CIA;KBP;advanced condition failed
XY-CMJ;14-12-2016;14-12-2016;;;true;  ;131216-CDG-CIY-9716-XY-CMJ;CIY;CDG;advanced condition failed
XY-IWX;13-07-2016;13-07-2016;;;true;  ;120716-PRG-BVA-6251-XY-IWX;BVA;PRG;advanced condition failed
XY-YAZ;05-11-2015;05-11-2015;;;true;  ;041115-SVQ-DUB-7886-XY-YAZ;DUB;SVQ;advanced condition failed
XY-OHF;09-05-2012;09-05-2012;;;true;  ;080512-FNC-FKB-6363-XY-OHF;FKB;FNC;advanced condition failed
XY-JXR;26-02-2012;26-02-2012;;;true;  ;250212-MRS-BMA-3486-XY-JXR;BMA;MRS;advanced condition failed
XY-LQZ;15-02-2012;15-02-2012;;;true;  ;140212-TLL-KIV-3851-XY-LQZ;KIV;TLL;advanced condition failed
XY-MBJ;27-04-2014;27-04-2014;;;true;  ;260414-RUN-OST-1372-XY-MBJ;OST;RUN;advanced condition failed
XY-ZWJ;20-09-2014;20-09-2014;;;true;  ;190914-ANR-VAR-5339-XY-ZWJ;VAR;ANR;advanced condition failed
XY-LQZ;31-07-2013;31-07-2013;;;true;  ;300713-CIY-EGC-2696-XY-LQZ;EGC;CIY;advanced condition failed
XY-OHF;16-06-2011;16-06-2011;;;true;  ;150611-BGY-FAE-3886-XY-OHF;FAE;BGY;advanced condition failed
XY-FBA;15-10-2016;15-10-2016;;;true;  ;141016-BLL-SJJ-1286-XY-FBA;SJJ;BLL;advanced condition failed
XY-ALV;28-02-2012;28-02-2012;;;true;  ;270212-RTM-BUD-5668-XY-ALV;BUD;RTM;advanced condition failed
XY-OHF;26-11-2016;26-11-2016;;;true;  ;251116-BFS-BCN-5893-XY-OHF;BCN;BFS;advanced condition failed
XY-IOO;21-10-2010;21-10-2010;;;true;  ;201010-FMM-SZG-4897-XY-IOO;SZG;FMM;advanced condition failed
XY-ZMF;19-07-2015;19-07-2015;;;true;  ;180715-KTW-TFN-7366-XY-ZMF;TFN;KTW;advanced condition failed
XY-FBA;05-08-2016;05-08-2016;;;true;  ;040816-CIY-GVA-5226-XY-FBA;GVA;CIY;advanced condition failed
XY-LQZ;23-08-2012;23-08-2012;;;true;  ;220812-AOI-DBV-6776-XY-LQZ;DBV;AOI;advanced condition failed
XY-LYP;04-01-2012;04-01-2012;;;true;  ;030112-SDR-TXL-6244-XY-LYP;TXL;SDR;advanced condition failed
XY-OFW;18-06-2015;18-06-2015;;;true;  ;170615-TSE-HAJ-6136-XY-OFW;HAJ;TSE;advanced condition failed
XY-PZC;15-06-2016;15-06-2016;;;true;  ;140616-MXP-HAJ-2978-XY-PZC;HAJ;MXP;advanced condition failed
XY-ALV;30-12-2011;30-12-2011;;;true;  ;291211-AAR-FAE-1522-XY-ALV;FAE;AAR;advanced condition failed
XY-NMY;11-07-2012;11-07-2012;;;true;  ;100712-PRN-BMA-9247-XY-NMY;BMA;PRN;advanced condition failed
XY-LQZ;01-09-2014;01-09-2014;;;true;  ;310814-VAA-TSE-2558-XY-LQZ;TSE;VAA;advanced condition failed
XY-OHF;20-06-2011;20-06-2011;;;true;  ;190611-SKG-INI-6839-XY-OHF;INI;SKG;advanced condition failed
XY-LYP;16-05-2012;16-05-2012;;;true;  ;150512-CFU-FDH-6996-XY-LYP;FDH;CFU;advanced condition failed
XY-LYP;07-08-2016;07-08-2016;;;true;  ;060816-ABZ-ZRH-5288-XY-LYP;ZRH;ABZ;advanced condition failed
XY-LQZ;05-10-2010;05-10-2010;;;true;  ;041010-HAM-LED-6298-XY-LQZ;LED;HAM;advanced condition failed
